City,Distance,hidden,Average,hidden.1,% of SOLf/o,hidden.2,min,hidden.3,max,hidden.4,mdev,hidden.5,Last Checked
"Adelaide Australia, Oceania",15235km,15235,324.36ms,324.36,47.02%,47.02,323.34ms,323.34,338.02ms,338.02,2.74ms,2.74,2018-11-10 12:20:06
"Albany United States, North America",6643km,6643,165.53ms,165.53,40.26%,40.26,104.45ms,104.45,229.73ms,229.73,37.93ms,37.93,2018-11-10 12:20:06
"Alblasserdam Netherlands, Eurasia",965km,965,24.92ms,24.92,40.21%,40.21,24.51ms,24.51,28.42ms,28.42,0.76ms,0.76,2018-11-10 12:20:06
"Albuquerque United States, North America",9239km,9239,149.59ms,149.59,62.01%,62.01,145.27ms,145.27,182.11ms,182.11,9.70ms,9.7,2018-11-10 12:20:06
"Algiers Algeria, Africa",1405km,1405,73.33ms,73.33,19.25%,19.25,71.88ms,71.88,85.67ms,85.67,2.53ms,2.53,2018-11-10 12:20:06
"Amsterdam Netherlands, Eurasia",993km,993,37.07ms,37.07,26.84%,26.84,36.80ms,36.8,38.91ms,38.91,0.41ms,0.41,2018-11-10 12:20:06
"Anchorage United States, North America",8007km,8007,182.88ms,182.88,43.99%,43.99,182.63ms,182.63,183.18ms,183.18,0.28ms,0.28,2018-11-10 12:20:06
"Ankara Turkey, Eurasia",1636km,1636,62.98ms,62.98,26.39%,26.39,62.55ms,62.55,63.94ms,63.94,0.41ms,0.41,2018-11-10 12:20:06
"Antwerp Belgium, Eurasia",937km,937,40.23ms,40.23,23.43%,23.43,35.68ms,35.68,70.55ms,70.55,8.45ms,8.45,2018-11-10 12:20:06
"Arezzo Italy, Eurasia",354km,354,28.70ms,28.7,12.64%,12.64,28.14ms,28.14,34.04ms,34.04,1.09ms,1.09,2018-11-10 12:20:06
"Asheville United States, North America",7733km,7733,117.06ms,117.06,66.09%,66.09,115.71ms,115.71,148.07ms,148.07,5.80ms,5.8,2018-11-10 12:20:06
"Athens Greece, Eurasia",1176km,1176,43.53ms,43.53,27.35%,27.35,42.76ms,42.76,52.28ms,52.28,1.76ms,1.76,2018-11-10 12:20:06
"Atlanta United States, North America",7996km,7996,125.13ms,125.13,63.97%,63.97,124.58ms,124.58,128.04ms,128.04,0.89ms,0.89,2018-11-10 12:20:06
"Auckland New Zealand, Oceania",18088km,18088,334.46ms,334.46,54.16%,54.16,333.99ms,333.99,338.44ms,338.44,1.15ms,1.15,2018-11-10 12:20:06
"Austin United States, North America",9143km,9143,155.93ms,155.93,58.99%,58.99,143.07ms,143.07,189.48ms,189.48,12.06ms,12.06,2018-11-10 12:20:06
